Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
2016,South Eastern,Medically treated,50 to 59,Male,Motorcyclist,11
2012,South Eastern,Minor injury,0 to 16,Female,Passenger,19
2012,Far Northern,Minor injury,17 to 24,Male,Pedestrian,1
2012,Far Northern,Minor injury,60 to 74,Male,Driver,7
2013,North Coast,Minor injury,0 to 16,Female,Passenger,16
2013,North Coast,Medically treated,40 to 49,Male,Passenger,8
2015,Brisbane,Minor injury,60 to 74,Male,Pedestrian,2
2015,Northern,Medically treated,0 to 16,Female,Pedestrian,2
2015,Central,Minor injury,40 to 49,Female,Passenger,3
2015,Northern,Minor injury,0 to 16,Male,Driver,1
2016,North Coast,Fatality,25 to 29,Male,Driver,2
2016,Northern,Medically treated,30 to 39,Female,Passenger,2
2016,Central,Hospitalised,30 to 39,Male,Motorcyclist,9
2015,North Coast,Medically treated,30 to 39,Male,Pedestrian,3
2014,Far Northern,Medically treated,0 to 16,Male,Other,1
2012,North Coast,Medically treated,25 to 29,Female,Passenger,9
2012,Brisbane,Medically treated,17 to 24,Male,Passenger,39
2015,North Coast,Hospitalised,25 to 29,Male,Pedestrian,1
2015,Far Northern,Medically treated,0 to 16,Female,Passenger,8
2015,Central,Minor injury,17 to 24,Female,Driver,5
2014,Southern,Minor injury,40 to 49,Male,Motorcyclist,2
2016,Southern,Minor injury,0 to 16,Female,Pedestrian,1
2015,Central,Medically treated,25 to 29,Female,Passenger,3
2015,Northern,Hospitalised,30 to 39,Female,Other,1
2012,Central,Medically treated,30 to 39,Male,Passenger,8
2016,Far Northern,Hospitalised,Unknown,Female,Driver,1
2016,Far Northern,Hospitalised,40 to 49,Male,Pedestrian,1
2016,Brisbane,Hospitalised,30 to 39,Female,Pedestrian,8
2016,North Coast,Fatality,60 to 74,Female,Driver,2
2014,Far Northern,Medically treated,0 to 16,Male,Passenger,20
2015,Far Northern,Hospitalised,60 to 74,Male,Motorcyclist,2
2015,Southern,Hospitalised,50 to 59,Male,Pedestrian,3
2014,South Eastern,Medically treated,75 and over,Male,Pedestrian,1
2015,Far Northern,Medically treated,30 to 39,Female,Motorcyclist,1
2014,Northern,Hospitalised,30 to 39,Female,Passenger,7
2015,South Eastern,Minor injury,60 to 74,Male,Passenger,1
2014,Brisbane,Minor injury,60 to 74,Male,Passenger,3
2013,South Eastern,Medically treated,75 and over,Male,Driver,13
2007,Brisbane,Minor injury,17 to 24,Female,Passenger,47
2007,Brisbane,Medically treated,17 to 24,Female,Passenger,50
2007,South Eastern,Minor injury,0 to 16,Female,Passenger,23
2007,North Coast,Minor injury,0 to 16,Female,Passenger,28
2007,Northern,Minor injury,40 to 49,Male,Driver,26
2007,Brisbane,Hospitalised,25 to 29,Male,Driver,64
2007,North Coast,Medically treated,17 to 24,Male,Driver,95
2007,North Coast,Minor injury,60 to 74,Male,Driver,42
2008,Northern,Fatality,60 to 74,Male,Motorcyclist,1
2007,Far Northern,Hospitalised,25 to 29,Male,Passenger,7
2007,Brisbane,Medically treated,40 to 49,Female,Passenger,29
2007,Central,Medically treated,17 to 24,Male,Passenger,27
2007,Brisbane,Medically treated,0 to 16,Male,Bicyclist,16
2007,Brisbane,Hospitalised,75 and over,Female,Driver,15
2007,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,17
2007,Brisbane,Hospitalised,17 to 24,Male,Passenger,32
2007,Brisbane,Minor injury,40 to 49,Male,Motorcyclist,22
2007,Brisbane,Minor injury,30 to 39,Male,Driver,152
2007,North Coast,Hospitalised,17 to 24,Female,Passenger,52
2007,Central,Hospitalised,17 to 24,Female,Driver,50
2007,Northern,Medically treated,17 to 24,Female,Driver,43
2006,South Eastern,Hospitalised,40 to 49,Female,Driver,39
2007,South Eastern,Medically treated,25 to 29,Female,Driver,52
2008,Southern,Hospitalised,40 to 49,Female,Driver,30
2007,North Coast,Hospitalised,25 to 29,Male,Driver,37
2007,Central,Medically treated,0 to 16,Female,Bicyclist,3
2007,Brisbane,Medically treated,25 to 29,Female,Passenger,26
2008,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,3
2007,South Eastern,Minor injury,30 to 39,Male,Driver,73
2008,Southern,Medically treated,60 to 74,Male,Passenger,5
2007,Southern,Minor injury,0 to 16,Female,Passenger,28
2007,North Coast,Medically treated,0 to 16,Male,Passenger,59
2006,North Coast,Hospitalised,0 to 16,Male,Passenger,27
2007,Brisbane,Hospitalised,30 to 39,Male,Pedestrian,15
2007,Far Northern,Minor injury,25 to 29,Female,Driver,17
2006,North Coast,Minor injury,40 to 49,Male,Driver,44
2007,Far Northern,Medically treated,40 to 49,Male,Driver,17
2007,Brisbane,Hospitalised,30 to 39,Male,Bicyclist,22
2007,South Eastern,Medically treated,0 to 16,Female,Pedestrian,5
2007,Central,Hospitalised,50 to 59,Female,Driver,15
2007,South Eastern,Medically treated,60 to 74,Male,Motorcyclist,3
2007,North Coast,Hospitalised,25 to 29,Female,Passenger,9
2007,North Coast,Medically treated,25 to 29,Male,Motorcyclist,8
2007,South Eastern,Medically treated,30 to 39,Male,Motorcyclist,18
2007,North Coast,Minor injury,50 to 59,Male,Motorcyclist,10
2007,South Eastern,Hospitalised,17 to 24,Male,Driver,88
2007,Far Northern,Hospitalised,75 and over,Female,Passenger,1
2007,Northern,Minor injury,30 to 39,Male,Pedestrian,1
2007,North Coast,Medically treated,17 to 24,Female,Bicyclist,3
2007,Southern,Medically treated,25 to 29,Male,Motorcyclist,5
2007,Northern,Hospitalised,60 to 74,Female,Driver,6
2007,Southern,Minor injury,50 to 59,Male,Passenger,1
2007,Northern,Minor injury,25 to 29,Female,Driver,13
2008,Northern,Fatality,50 to 59,Male,Bicyclist,1
2007,Central,Minor injury,30 to 39,Female,Driver,25
2008,North Coast,Medically treated,40 to 49,Female,Passenger,20
2006,North Coast,Minor injury,30 to 39,Male,Passenger,5
2006,South Eastern,Minor injury,30 to 39,Male,Driver,52
2007,North Coast,Hospitalised,30 to 39,Male,Bicyclist,2
2008,Brisbane,Fatality,17 to 24,Male,Motorcyclist,4
2007,South Eastern,Medically treated,0 to 16,Female,Passenger,56
2008,Northern,Hospitalised,17 to 24,Female,Bicyclist,2
2006,North Coast,Minor injury,30 to 39,Male,Driver,53
2006,North Coast,Medically treated,30 to 39,Male,Bicyclist,5
2007,Northern,Hospitalised,40 to 49,Female,Driver,15
2006,Central,Medically treated,30 to 39,Male,Driver,31
2008,South Eastern,Fatality,17 to 24,Male,Driver,5
2007,North Coast,Medically treated,30 to 39,Female,Passenger,23
2007,South Eastern,Hospitalised,40 to 49,Female,Passenger,10
2008,North Coast,Fatality,30 to 39,Male,Driver,4
2008,South Eastern,Minor injury,25 to 29,Female,Bicyclist,1
2006,Central,Hospitalised,17 to 24,Male,Motorcyclist,23
2007,North Coast,Minor injury,30 to 39,Female,Passenger,11
2007,Northern,Minor injury,17 to 24,Male,Bicyclist,4
2007,Far Northern,Minor injury,50 to 59,Male,Driver,13
2007,South Eastern,Medically treated,0 to 16,Male,Passenger,32
2007,North Coast,Hospitalised,17 to 24,Male,Passenger,38
2007,Southern,Minor injury,25 to 29,Female,Passenger,8
2006,Northern,Minor injury,25 to 29,Female,Driver,9
2007,Central,Hospitalised,17 to 24,Male,Passenger,29
2007,Central,Medically treated,40 to 49,Male,Driver,22
2005,Brisbane,Minor injury,17 to 24,Male,Pedestrian,8
2008,North Coast,Fatality,75 and over,Male,Pedestrian,2
2007,Northern,Medically treated,17 to 24,Male,Driver,36
2006,South Eastern,Hospitalised,17 to 24,Male,Driver,77
2006,Central,Minor injury,50 to 59,Female,Driver,16
2006,South Eastern,Minor injury,30 to 39,Female,Driver,59
2006,North Coast,Hospitalised,60 to 74,Female,Passenger,23
2007,Southern,Medically treated,Unknown,Male,Passenger,5
2006,South Eastern,Medically treated,25 to 29,Male,Driver,55
2006,Brisbane,Minor injury,25 to 29,Female,Passenger,15
2007,Brisbane,Fatality,25 to 29,Male,Motorcyclist,2
2006,Southern,Medically treated,17 to 24,Male,Driver,80
2006,Southern,Medically treated,17 to 24,Female,Driver,81
2007,South Eastern,Minor injury,17 to 24,Female,Motorcyclist,3
2006,Southern,Medically treated,40 to 49,Male,Motorcyclist,10
2006,South Eastern,Medically treated,0 to 16,Female,Pedestrian,3
2006,Southern,Minor injury,0 to 16,Female,Passenger,17
2007,Central,Hospitalised,25 to 29,Male,Motorcyclist,8
2007,Southern,Medically treated,50 to 59,Female,Passenger,7
2007,Central,Hospitalised,17 to 24,Male,Pedestrian,4
2006,Central,Medically treated,17 to 24,Female,Driver,58
2006,Southern,Medically treated,0 to 16,Female,Passenger,37
2006,North Coast,Medically treated,60 to 74,Female,Driver,41
2007,Brisbane,Medically treated,Unknown,Female,Passenger,5
2007,Southern,Hospitalised,30 to 39,Female,Passenger,8
2007,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,18
2007,North Coast,Hospitalised,0 to 16,Male,Bicyclist,8
2007,Brisbane,Medically treated,30 to 39,Male,Passenger,13
2006,Brisbane,Hospitalised,50 to 59,Female,Driver,55
2007,Southern,Minor injury,40 to 49,Female,Pedestrian,1
2006,Southern,Medically treated,0 to 16,Male,Passenger,44
2007,Northern,Minor injury,40 to 49,Female,Driver,17
2007,Central,Minor injury,30 to 39,Male,Motorcyclist,7
2007,Northern,Hospitalised,25 to 29,Male,Motorcyclist,6
2007,Far Northern,Fatality,50 to 59,Male,Driver,2
2007,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,15
2007,Far Northern,Medically treated,60 to 74,Male,Driver,8
2007,South Eastern,Hospitalised,25 to 29,Male,Bicyclist,2
2007,Central,Minor injury,40 to 49,Male,Motorcyclist,5
2007,North Coast,Medically treated,0 to 16,Male,Motorcyclist,4
2007,North Coast,Hospitalised,40 to 49,Male,Passenger,3
2007,Far Northern,Medically treated,60 to 74,Female,Passenger,4
2007,Brisbane,Hospitalised,50 to 59,Male,Passenger,7
2006,North Coast,Hospitalised,0 to 16,Male,Bicyclist,11
2006,Southern,Minor injury,25 to 29,Male,Driver,20
2006,Central,Medically treated,0 to 16,Male,Passenger,16
2007,South Eastern,Medically treated,17 to 24,Female,Pedestrian,5
2006,Southern,Minor injury,30 to 39,Male,Driver,44
2007,Southern,Hospitalised,25 to 29,Male,Passenger,13
2007,Southern,Hospitalised,50 to 59,Female,Pedestrian,1
2007,Brisbane,Hospitalised,Unknown,Male,Driver,2
2007,Far Northern,Hospitalised,17 to 24,Male,Pedestrian,5
2008,North Coast,Fatality,40 to 49,Male,Driver,4
2006,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,8
2011,Southern,Medically treated,40 to 49,Male,Passenger,5
2007,North Coast,Hospitalised,25 to 29,Male,Passenger,13
2006,North Coast,Hospitalised,25 to 29,Male,Driver,35
2007,Northern,Hospitalised,40 to 49,Male,Driver,15
2007,Central,Hospitalised,25 to 29,Female,Motorcyclist,2
2007,Southern,Medically treated,40 to 49,Female,Motorcyclist,1
2007,Brisbane,Minor injury,40 to 49,Male,Passenger,9
2006,Brisbane,Medically treated,30 to 39,Female,Passenger,34
2007,North Coast,Minor injury,60 to 74,Male,Motorcyclist,5
2006,Southern,Hospitalised,60 to 74,Female,Passenger,12
2006,North Coast,Hospitalised,0 to 16,Female,Bicyclist,3
2006,North Coast,Medically treated,30 to 39,Female,Passenger,20
2006,Central,Minor injury,40 to 49,Female,Passenger,5
2006,Southern,Hospitalised,17 to 24,Female,Passenger,19
2007,Northern,Hospitalised,30 to 39,Female,Driver,17
2007,South Eastern,Medically treated,50 to 59,Male,Bicyclist,3
2008,Far Northern,Hospitalised,50 to 59,Male,Pedestrian,2
2006,South Eastern,Hospitalised,25 to 29,Female,Driver,27
2007,Unknown,Medically treated,17 to 24,Female,Passenger,3
2006,South Eastern,Medically treated,30 to 39,Male,Pedestrian,4
2007,Northern,Minor injury,17 to 24,Male,Passenger,15
2007,Far Northern,Minor injury,30 to 39,Female,Bicyclist,1
2007,Far Northern,Medically treated,50 to 59,Male,Passenger,3
2007,Far Northern,Medically treated,17 to 24,Male,Passenger,14
2006,North Coast,Medically treated,75 and over,Female,Driver,18
2006,North Coast,Hospitalised,25 to 29,Female,Driver,23
2006,Far Northern,Medically treated,0 to 16,Female,Passenger,18
2006,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,11
2006,North Coast,Medically treated,0 to 16,Male,Motorcyclist,3
2006,Brisbane,Medically treated,0 to 16,Female,Bicyclist,3
2006,North Coast,Hospitalised,17 to 24,Male,Passenger,42
2005,Central,Medically treated,40 to 49,Male,Driver,20
2006,Central,Medically treated,75 and over,Male,Driver,8
2006,Northern,Medically treated,75 and over,Female,Pedestrian,3
2006,North Coast,Hospitalised,17 to 24,Female,Pedestrian,5
2006,Northern,Hospitalised,25 to 29,Male,Motorcyclist,12
2006,Northern,Hospitalised,30 to 39,Male,Motorcyclist,16
2006,Southern,Medically treated,60 to 74,Male,Driver,19
2006,South Eastern,Hospitalised,17 to 24,Male,Motorcyclist,29
2006,Northern,Hospitalised,0 to 16,Male,Bicyclist,8
2006,North Coast,Medically treated,25 to 29,Male,Pedestrian,2
2006,Northern,Fatality,30 to 39,Male,Motorcyclist,3
2006,North Coast,Medically treated,25 to 29,Male,Motorcyclist,12
2006,Central,Fatality,50 to 59,Male,Driver,4
2006,Far Northern,Minor injury,50 to 59,Female,Driver,8
2006,South Eastern,Minor injury,40 to 49,Male,Motorcyclist,12
2006,Northern,Hospitalised,40 to 49,Male,Motorcyclist,17
2006,Brisbane,Minor injury,40 to 49,Male,Bicyclist,14
2006,Northern,Hospitalised,40 to 49,Male,Passenger,3
2006,Central,Hospitalised,50 to 59,Male,Driver,26
2006,Northern,Minor injury,25 to 29,Female,Passenger,6
2006,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,2
2006,Far Northern,Minor injury,30 to 39,Male,Bicyclist,5
2006,Southern,Medically treated,40 to 49,Male,Bicyclist,2
2006,Far Northern,Hospitalised,17 to 24,Male,Motorcyclist,15
2005,Brisbane,Minor injury,30 to 39,Female,Motorcyclist,3
2006,Brisbane,Minor injury,50 to 59,Female,Passenger,23
2006,North Coast,Hospitalised,30 to 39,Female,Passenger,21
2006,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,13
2006,Northern,Hospitalised,60 to 74,Male,Driver,10
2006,Far Northern,Hospitalised,0 to 16,Male,Bicyclist,5
2006,South Eastern,Medically treated,25 to 29,Female,Motorcyclist,2
2006,Far Northern,Medically treated,50 to 59,Female,Driver,20
2006,Southern,Medically treated,60 to 74,Female,Driver,14
2006,Far Northern,Minor injury,40 to 49,Male,Driver,19
2006,South Eastern,Medically treated,0 to 16,Male,Driver,3
2006,Far Northern,Fatality,40 to 49,Female,Driver,2
2005,South Eastern,Medically treated,75 and over,Male,Bicyclist,1
2006,Brisbane,Minor injury,50 to 59,Male,Passenger,4
2006,Southern,Fatality,75 and over,Male,Driver,3
2006,Southern,Hospitalised,17 to 24,Female,Motorcyclist,2
2006,South Eastern,Hospitalised,17 to 24,Male,Bicyclist,4
2006,South Eastern,Hospitalised,50 to 59,Female,Passenger,11
2006,Southern,Medically treated,75 and over,Female,Pedestrian,2
2006,Brisbane,Minor injury,40 to 49,Male,Passenger,12
2006,Northern,Hospitalised,0 to 16,Female,Driver,1
2006,South Eastern,Minor injury,50 to 59,Male,Motorcyclist,4
2006,Central,Hospitalised,60 to 74,Male,Passenger,2
2009,Southern,Fatality,30 to 39,Male,Driver,3
2006,Central,Minor injury,75 and over,Female,Passenger,3
2005,South Eastern,Medically treated,40 to 49,Male,Pedestrian,3
2006,North Coast,Minor injury,25 to 29,Female,Passenger,6
2006,Brisbane,Medically treated,50 to 59,Male,Pedestrian,4
2006,North Coast,Minor injury,50 to 59,Female,Passenger,8
2006,North Coast,Medically treated,25 to 29,Female,Motorcyclist,1
2005,Brisbane,Minor injury,30 to 39,Female,Driver,100
2005,Brisbane,Hospitalised,60 to 74,Male,Driver,36
2005,Brisbane,Hospitalised,30 to 39,Female,Driver,74
2005,Southern,Hospitalised,30 to 39,Male,Driver,35
2005,Southern,Hospitalised,60 to 74,Female,Driver,22
2005,North Coast,Medically treated,60 to 74,Female,Driver,25
2005,Southern,Hospitalised,40 to 49,Female,Passenger,8
2005,Southern,Fatality,17 to 24,Male,Passenger,3
2005,Southern,Medically treated,17 to 24,Female,Driver,83
2005,Northern,Hospitalised,30 to 39,Male,Passenger,5
2005,Central,Minor injury,30 to 39,Female,Driver,24
2005,North Coast,Hospitalised,30 to 39,Male,Bicyclist,5
2005,South Eastern,Hospitalised,25 to 29,Female,Driver,33
2005,Southern,Medically treated,30 to 39,Female,Driver,50
2005,Northern,Hospitalised,60 to 74,Male,Driver,8
2005,Far Northern,Minor injury,17 to 24,Male,Passenger,6
2005,Far Northern,Medically treated,17 to 24,Female,Passenger,11
2005,Brisbane,Medically treated,25 to 29,Female,Passenger,32
2005,North Coast,Minor injury,30 to 39,Female,Driver,45
2005,Northern,Medically treated,17 to 24,Male,Driver,31
2005,Far Northern,Hospitalised,30 to 39,Male,Motorcyclist,13
2005,Southern,Medically treated,60 to 74,Male,Driver,24
2005,Central,Medically treated,50 to 59,Male,Bicyclist,1
2005,South Eastern,Hospitalised,25 to 29,Male,Driver,25
2005,Central,Fatality,17 to 24,Male,Driver,4
2004,Southern,Medically treated,75 and over,Female,Passenger,6
2005,Central,Medically treated,50 to 59,Male,Passenger,5
2005,Far Northern,Minor injury,25 to 29,Male,Driver,12
2005,Brisbane,Hospitalised,60 to 74,Female,Bicyclist,1
2005,North Coast,Hospitalised,0 to 16,Male,Pedestrian,17
2005,Central,Minor injury,60 to 74,Female,Driver,5
2005,Brisbane,Medically treated,17 to 24,Female,Pedestrian,9
2005,Central,Medically treated,0 to 16,Female,Passenger,31
2005,Southern,Hospitalised,40 to 49,Female,Driver,18
2005,Far Northern,Minor injury,30 to 39,Female,Driver,18
2005,South Eastern,Hospitalised,50 to 59,Male,Driver,31
2005,Southern,Hospitalised,40 to 49,Male,Motorcyclist,18
2005,Southern,Minor injury,25 to 29,Female,Driver,16
2005,Northern,Hospitalised,25 to 29,Male,Motorcyclist,6
2005,Brisbane,Hospitalised,50 to 59,Male,Driver,54
2005,Brisbane,Hospitalised,30 to 39,Male,Passenger,20
2005,South Eastern,Hospitalised,60 to 74,Female,Driver,19
2005,North Coast,Hospitalised,30 to 39,Male,Driver,63
2005,Central,Hospitalised,50 to 59,Male,Driver,25
2005,Far Northern,Hospitalised,40 to 49,Female,Bicyclist,2
2005,Brisbane,Minor injury,30 to 39,Male,Motorcyclist,25
2005,North Coast,Minor injury,25 to 29,Male,Motorcyclist,10
2005,South Eastern,Minor injury,0 to 16,Male,Passenger,25
2005,South Eastern,Medically treated,30 to 39,Male,Motorcyclist,13
2005,Brisbane,Medically treated,30 to 39,Male,Passenger,27
2005,South Eastern,Medically treated,0 to 16,Female,Passenger,46
2005,North Coast,Hospitalised,0 to 16,Female,Motorcyclist,1
2005,Far Northern,Hospitalised,40 to 49,Male,Motorcyclist,18
2005,South Eastern,Medically treated,40 to 49,Female,Pedestrian,2
2005,North Coast,Medically treated,60 to 74,Male,Driver,31
2005,North Coast,Hospitalised,0 to 16,Female,Pedestrian,8
2005,South Eastern,Minor injury,60 to 74,Male,Pedestrian,4
2005,South Eastern,Hospitalised,40 to 49,Male,Motorcyclist,28
2005,South Eastern,Hospitalised,25 to 29,Female,Passenger,9
2005,Brisbane,Hospitalised,50 to 59,Female,Passenger,17
2005,North Coast,Hospitalised,60 to 74,Male,Bicyclist,7
